id,first_name,name,nationality,club_name,position1,position2,position3,tm_url
,Mattia,Mustacchio,it,Crotone,E,W,,https://www.transfermarkt.com/mattia-mustacchio/profil/spieler/56803
,Ahmad,Benali,ly,Crotone,C,T,,https://www.transfermarkt.com/ahmad-benali/profil/spieler/121402
,Junior,Messias,br,Crotone,A,,,https://www.transfermarkt.com/junior-messias/profil/spieler/449151
,,Simy,ng,Crotone,Pc,,,https://www.transfermarkt.com/simy/profil/spieler/194549
,Vittorio,Parigini,it,Genoa,W,,,https://www.transfermarkt.com/vittorio-parigini/profil/spieler/238981
,Pawel,Jaroszynski,pl,Genoa,Dc,Ds,E,https://www.transfermarkt.com/pawel-jaroszynski/profil/spieler/287600
,Jawad,El Yamiq,ma,Genoa,Dc,,,https://www.transfermarkt.com/jawad-el-yamiq/profil/spieler/235412
,Georgios,Vagiannidis,gr,Inter,Dd,E,,https://www.transfermarkt.com/georgios-vagiannidis/profil/spieler/546186
,Achraf,Hakimi,ma,Inter,Dd,Ds,E,https://www.transfermarkt.com/achraf-hakimi/profil/spieler/398073
,Melo,Arthur,br,Juventus,C,,,https://www.transfermarkt.com/arthur/profil/spieler/362842
,Weston,McKennie,us,Juventus,M,C,,https://www.transfermarkt.com/weston-mckennie/profil/spieler/332697
,Santos,Wallace,br,Lazio,Dc,,,https://www.transfermarkt.com/wallace/profil/spieler/225335
,Sofian,Kiyine,be,Lazio,C,W,T,https://www.transfermarkt.com/sofian-kiyine/profil/spieler/393804
,Gonzalo,Escalante,ar,Lazio,M,C,,https://www.transfermarkt.com/gonzalo-escalante/profil/spieler/266795
,Pierre,Kalulu,fr,Milan,Dc,Dd,,https://www.transfermarkt.com/pierre-kalulu/profil/spieler/585949
,Brahim,Diaz,es,Milan,W,T,,https://www.transfermarkt.com/brahim-diaz/profil/spieler/314678
,Lorenzo,Colombo,it,Milan,Pc,,,https://www.transfermarkt.com/lorenzo-colombo/profil/spieler/487843
,Nikita,Contini,it,Napoli,Por,,,https://www.transfermarkt.com/nikita-contini/profil/spieler/250683
,Adam,Ounas,dz,Napoli,A,,,https://www.transfermarkt.com/adam-ounas/profil/spieler/400485
,Victor,Osimhen,ng,Napoli,Pc,,,https://www.transfermarkt.com/victor-osimhen/profil/spieler/401923
,Fabrizio,Alastra,it,Parma,Por,,,https://www.transfermarkt.com/fabrizio-alastra/profil/spieler/287871
,Patrick,Schick,cz,Roma,Pc,,,https://www.transfermarkt.com/patrik-schick/profil/spieler/242086
,Alessio,Riccardi,it,Roma,C,T,,https://www.transfermarkt.com/alessio-riccardi/profil/spieler/421765
,Mikkel,Damsgaard,dk,Sampdoria,W,T,A,https://www.transfermarkt.com/mikkel-damsgaard/profil/spieler/540941
,Kristoffer,Askildsen,no,Sampdoria,C,,,https://www.transfermarkt.com/kristoffer-askildsen/profil/spieler/574495
,Nicola,Ravaglia,it,Sampdoria,Por,,,
,Gianluca,Scamacca,it,Sassuolo,Pc,,,https://www.transfermarkt.com/gianluca-scamacca/profil/spieler/315867
,Davide,Frattesi,it,Sassuolo,C,,,https://www.transfermarkt.com/davide-frattesi/profil/spieler/394300
,Kaan,Ayhan,tr,Sassuolo,Dc,,,https://www.transfermarkt.com/kaan-ayhan/profil/spieler/119031
,Riccardo,Marchizza,it,Sassuolo,Dc,Ds,,https://www.transfermarkt.com/riccardo-marchizza/profil/spieler/297645
,Stefano,Turati,it,Sassuolo,Por,,,https://www.transfermarkt.com/stefano-turati/profil/spieler/543666
,Titas,Krapikas,lt,Spezia,Por,,,https://www.transfermarkt.com/titas-krapikas/profil/spieler/353609
,Axel,Desjardins,ca,Spezia,Por,,,https://www.transfermarkt.com/axel-desjardins/profil/spieler/459300
,Salva,Ferrer,es,Spezia,Dd,E,,https://www.transfermarkt.com/salva-ferrer/profil/spieler/624548
,Martin,Erlic,hr,Spezia,Dc,,,https://www.transfermarkt.com/martin-erlic/profil/spieler/357003
,Luca,Vignali,it,Spezia,Dd,E,,https://www.transfermarkt.com/luca-vignali/profil/spieler/287367
,Elio,Capradossi,it,Spezia,Dc,,,https://www.transfermarkt.com/elio-capradossi/profil/spieler/238947
,Claudio,Terzi,it,Spezia,Dc,,,https://www.transfermarkt.com/claudio-terzi/profil/spieler/16873
,Juan,Ramos,uy,Spezia,Ds,E,,https://www.transfermarkt.com/juan-ramos/profil/spieler/288480
,Gennaro,Acampora,it,Spezia,M,C,,https://www.transfermarkt.com/gennaro-acampora/profil/spieler/230826
,Paolo,Bartolomei,it,Spezia,M,C,,https://www.transfermarkt.com/paolo-bartolomei/profil/spieler/281900
,Matteo,Ricci,it,Spezia,M,C,,https://www.transfermarkt.com/matteo-ricci/profil/spieler/198087
,Giulio,Maggiore,it,Spezia,C,,,https://www.transfermarkt.com/giulio-maggiore/profil/spieler/353796
,Luca,Mora,it,Spezia,C,,,https://www.transfermarkt.com/luca-mora/profil/spieler/110338
,Giuseppe,Mastinu,it,Spezia,C,W,,https://www.transfermarkt.com/giuseppe-mastinu/profil/spieler/397950
,Emmanuel,Gyasi,gh,Spezia,A,,,https://www.transfermarkt.com/emmanuel-gyasi/profil/spieler/241076
,Sveinn Aron,Gudjohnsen,is,Spezia,Pc,,,https://www.transfermarkt.com/sveinn-aron-gudjohnsen/profil/spieler/332527
,Andrej,Galabinov,bg,Spezia,Pc,,,https://www.transfermarkt.com/andrej-galabinov/profil/spieler/67639
,Mergim,Vojvoda,xk,Torino,Dd,E,,https://www.transfermarkt.com/mergim-vojvoda/profil/spieler/336125
,Jacopo,Segre,it,Torino,C,,,https://www.transfermarkt.com/jacopo-segre/profil/spieler/373899
,Nicola,Rauti,it,Torino,Pc,,,https://www.transfermarkt.com/nicola-rauti/profil/spieler/417896
,Nahuel,Molina,ar,Udinese,Dd,E,,https://www.transfermarkt.com/nahuel-molina/profil/spieler/424042
,Thomas,Ouwejan,nl,Udinese,Ds,E,,https://www.transfermarkt.com/thomas-ouwejan/profil/spieler/241477
,Ivor,Pandur,hr,Verona,Por,,,https://www.transfermarkt.com/ivor-pandur/profil/spieler/371013
,Kevin,Ruegg,ch,Verona,Dd,E,,https://www.transfermarkt.com/kevin-ruegg/profil/spieler/290032
,Lubomir,Tupta,sk,Verona,Pc,,,https://www.transfermarkt.com/lubomir-tupta/profil/spieler/344806
