id,first_name,name,nationality,club_name,position1,position2,position3,tm_url
,Carlo,Boukhalfa,de,Freiburg,M,,,https://www.transfermarkt.com/carlo-boukhalfa/profil/spieler/329373
,Lucas,Holer,de,Freiburg,Pc,,,https://www.transfermarkt.com/lucas-holer/profil/spieler/248999
,Ermedin,Demirovic,ba,Freiburg,Pc,,,https://www.transfermarkt.com/ermedin-demirovic/profil/spieler/335457
,Nils,Petersen,de,Freiburg,Pc,,,https://www.transfermarkt.com/nils-petersen/profil/spieler/42936
,Kevin,Schade,de,Freiburg,Pc,,,https://www.transfermarkt.com/kevin-schade/profil/spieler/473050
,Alexander,Schwolow,de,Hertha,Por,,,https://www.transfermarkt.com/alexander-schwolow/profil/spieler/93763
,Nils,Korber,de,Hertha,Por,,,https://www.transfermarkt.com/nils-korber/profil/spieler/241974
,Rune,Jarstein,no,Hertha,Por,,,https://www.transfermarkt.com/rune-jarstein/profil/spieler/24112
,Florian,Palmowski,de,Hertha,Por,,,https://www.transfermarkt.com/florian-palmowski/profil/spieler/467576
,Peter,Pekarik,sk,Hertha,Dd,Ds,E,https://www.transfermarkt.com/peter-pekarik/profil/spieler/51100
,Niklas,Stark,de,Hertha,Dc,,,https://www.transfermarkt.com/niklas-stark/profil/spieler/162434
,Lukas,Klunter,de,Hertha,Dd,E,,https://www.transfermarkt.com/lukas-klunter/profil/spieler/282577
,Omar,Alderete,py,Hertha,Dc,Ds,,https://www.transfermarkt.com/omar-alderete/profil/spieler/353032
,Maximilian,Mittelstadt,de,Hertha,Ds,E,,https://www.transfermarkt.com/maximilian-mittelstadt/profil/spieler/282660
,Dedryck,Boyata,be,Hertha,Dc,,,https://www.transfermarkt.com/dedryck-boyata/profil/spieler/88262
,Marvin,Plattenhardt,de,Hertha,Ds,E,,https://www.transfermarkt.com/marvin-plattenhardt/profil/spieler/89592
,Jordan,Torunarigha,de,Hertha,Dc,Ds,,https://www.transfermarkt.com/jordan-torunarigha/profil/spieler/227110
,Marton,Dardai,de,Hertha,Dc,,,https://www.transfermarkt.com/marton-dardai/profil/spieler/432281
,Luca,Netz,de,Hertha,Ds,E,,https://www.transfermarkt.com/luca-netz/profil/spieler/524285
,Deyovaisio,Zeefuik,nl,Hertha,Dd,E,,https://www.transfermarkt.com/deyovaisio-zeefuik/profil/spieler/338032
,Vladimir,Darida,cz,Hertha,C,,,https://www.transfermarkt.com/vladimir-darida/profil/spieler/179643
,Mathew,Leckie,au,Hertha,A,,,https://www.transfermarkt.com/mathew-leckie/profil/spieler/126214
528,Matteo,Guendouzi,fr,Hertha,M,C,,https://www.transfermarkt.com/matteo-guendouzi/profil/spieler/465830
,Javairo,Dilrosun,nl,Hertha,T,W,,https://www.transfermarkt.com/javairo-dilrosun/profil/spieler/315125
,Santiago,Ascacibar,ar,Hertha,M,C,,https://www.transfermarkt.com/santiago-ascacibar/profil/spieler/423436
,Eduard,Lowen,de,Hertha,M,C,,https://www.transfermarkt.com/eduard-lowen/profil/spieler/260655
,Lucas,Tousart,fr,Hertha,M,C,,https://www.transfermarkt.com/lucas-tousart/profil/spieler/353948
,Maurice,Covic,de,Hertha,W,,,https://www.transfermarkt.com/maurice-covic/profil/spieler/335479
,Julian,Albrecht,de,Hertha,M,C,,https://www.transfermarkt.com/julian-albrecht/profil/spieler/392149
,Krzysztof,Piatek,pl,Hertha,Pc,,,https://www.transfermarkt.com/krzysztof-piatek/profil/spieler/327757
,Matheus,Cunha,br,Hertha,Pc,,,https://www.transfermarkt.com/matheus-cunha/profil/spieler/517894
,Dodi,Lukebakio,be,Hertha,A,,,https://www.transfermarkt.com/dodi-lukebakio/profil/spieler/3032599
,Jhon,Cordoba,co,Hertha,Pc,,,https://www.transfermarkt.com/jhon-cordoba/profil/spieler/185245
,Jessic,Ngankam,de,Hertha,Pc,,,https://www.transfermarkt.com/jessic-ngankam/profil/spieler/448177
,Daishawn,Redan,nl,Hertha,Pc,,,https://www.transfermarkt.com/daishawn-redan/profil/spieler/361081
,Oliver,Baumann,de,Hoffenheim,Por,,,https://www.transfermarkt.com/oliver-baumann/profil/spieler/55089
,Philipp,Pentke,de,Hoffenheim,Por,,,https://www.transfermarkt.com/philipp-pentke/profil/spieler/8246
,Luca,Philipp,de,Hoffenheim,Por,,,https://www.transfermarkt.com/luca-philipp/profil/spieler/432671
,Joshua,Brenet,nl,Hoffenheim,Dd,Ds,E,https://www.transfermarkt.com/joshua-brenet/profil/spieler/207006
,Pavel,Kaderabek,cz,Hoffenheim,Dd,Ds,E,https://www.transfermarkt.com/pavel-kaderabek/profil/spieler/143798
,Ermin,Bicakcic,ba,Hoffenheim,Dc,Dd,,https://www.transfermarkt.com/ermin-bicakcic/profil/spieler/51676
,Konstantinos,Stafylidis,gr,Hoffenheim,Ds,E,,https://www.transfermarkt.com/konstantinos-stafylidis/profil/spieler/148967
,Havard,Nordtveit,no,Hoffenheim,Dc,,,https://www.transfermarkt.com/havard-nordtveit/profil/spieler/42234
,Kasim,Adams,gh,Hoffenheim,Dc,,,https://www.transfermarkt.com/kasim-adams/profil/spieler/263801
936,Ryan,Sessegnon,gb-eng,Hoffenheim,Ds,E,,https://www.transfermarkt.com/ryan-sessegnon/profil/spieler/392775
,Benjamin,Hubner,de,Hoffenheim,Dc,Ds,,https://www.transfermarkt.com/benjamin-hubner/profil/spieler/52348
,Kevin,Vogt,de,Hoffenheim,Dc,,,https://www.transfermarkt.com/kevin-vogt/profil/spieler/84435
,Kevin,Akpoguma,ng,Hoffenheim,Dc,Dd,,https://www.transfermarkt.com/kevin-akpoguma/profil/spieler/160241
,Melayro,Bogarde,nl,Hoffenheim,Dc,,,https://www.transfermarkt.com/melayro-bogarde/profil/spieler/476915
,Stefan,Posch,at,Hoffenheim,Dc,Dd,,https://www.transfermarkt.com/stefan-posch/profil/spieler/223974
,Alfons,Amade,de,Hoffenheim,M,C,,https://www.transfermarkt.com/alfons-amade/profil/spieler/296340
,Dennis,Geiger,de,Hoffenheim,M,C,,https://www.transfermarkt.com/dennis-geiger/profil/spieler/251309
,Florian,Grillitsch,at,Hoffenheim,C,T,,https://www.transfermarkt.com/florian-grillitsch/profil/spieler/195736
,Christoph,Baumgartner,at,Hoffenheim,C,T,,https://www.transfermarkt.com/christoph-baumgartner/profil/spieler/324278
,Sebastian,Rudy,de,Hoffenheim,M,C,,https://www.transfermarkt.com/sebastian-rudy/profil/spieler/57051
,Diadie,Samassekou,ml,Hoffenheim,M,C,,https://www.transfermarkt.com/diadie-samassekou/profil/spieler/315604
,Mijat,Gacinovic,rs,Hoffenheim,C,T,,https://www.transfermarkt.com/mijat-gacinovic/profil/spieler/215864
,Marco,John,de,Hoffenheim,T,,,https://www.transfermarkt.com/marco-john/profil/spieler/450234
,Max,Geschwill,de,Hoffenheim,Dd,Ds,E,https://www.transfermarkt.com/max-geschwill/profil/spieler/471890
,Jacob,Bruun Larsen,dk,Hoffenheim,A,,,https://www.transfermarkt.com/jacob-bruun-larsen/profil/spieler/293281
,Ihlas,Bebou,tg,Hoffenheim,A,,,https://www.transfermarkt.com/ihlas-bebou/profil/spieler/237164
,Munas,Dabbur,il,Hoffenheim,Pc,,,https://www.transfermarkt.com/munas-dabbur/profil/spieler/145866
,Ishak,Belfodil,dz,Hoffenheim,Pc,,,https://www.transfermarkt.com/ishak-belfodil/profil/spieler/111039
,Sargis,Adamyan,am,Hoffenheim,Pc,,,https://www.transfermarkt.com/sargis-adamyan/profil/spieler/125614
,Andrej,Kramaric,hr,Hoffenheim,Pc,,,https://www.transfermarkt.com/andrej-kramaric/profil/spieler/46580
,Robert,Skov,dk,Hoffenheim,W,,,https://www.transfermarkt.com/robert-skov/profil/spieler/270393
,Maximilian,Beier,de,Hoffenheim,Pc,,,https://www.transfermarkt.com/maximilian-beier/profil/spieler/578392
,Timo,Horn,de,Koln,Por,,,https://www.transfermarkt.com/timo-horn/profil/spieler/84938
,Ron-Robert,Zieler,de,Koln,Por,,,https://www.transfermarkt.com/ron-robert-zieler/profil/spieler/21327
,Julian,Krahl,de,Koln,Por,,,https://www.transfermarkt.com/julian-krahl/profil/spieler/337082
,Benno,Schmitz,de,Koln,Dd,E,,https://www.transfermarkt.com/benno-schmitz/profil/spieler/160968
,Noah,Katterbach,de,Koln,Ds,E,,https://www.transfermarkt.com/noah-katterbach/profil/spieler/469949
,Robert,Voloder,de,Koln,Dc,,,https://www.transfermarkt.com/robert-voloder/profil/spieler/452392
,Rafael,Czichos,de,Koln,Dc,,,https://www.transfermarkt.com/rafael-czichos/profil/spieler/84150
,Ismail,Jakobs,de,Koln,W,,,https://www.transfermarkt.com/ismail-jakobs/profil/spieler/375137
,Kingsley,Ehizibue,ng,Koln,Dd,E,,https://www.transfermarkt.com/kingsley-ehizibue/profil/spieler/272812
,Jorge,Mere,es,Koln,Dc,,,https://www.transfermarkt.com/jorge-mere/profil/spieler/286779
,Jannes,Horn,de,Koln,Dc,Ds,E,https://www.transfermarkt.com/jannes-horn/profil/spieler/231586
,Sava-Arangel,Cestic,rs,Koln,Dc,,,https://www.transfermarkt.com/sava-arangel-cestic/profil/spieler/464906
,Frederik,Sorensen,dk,Koln,Dc,Dd,,https://www.transfermarkt.com/frederik-sorensen/profil/spieler/91716
,Sebastiaan,Bornauw,be,Koln,Dc,,,https://www.transfermarkt.com/sebastiaan-bornauw/profil/spieler/338629
,Marco,Hoger,de,Koln,M,C,,https://www.transfermarkt.com/marco-hoger/profil/spieler/55510
,Florian,Kainz,at,Koln,T,W,,https://www.transfermarkt.com/florian-kainz/profil/spieler/106270
,Jonas,Hector,de,Koln,M,E,,https://www.transfermarkt.com/jonas-hector/profil/spieler/108537
,Dimitrios,Limnios,gr,Koln,A,,,https://www.transfermarkt.com/dimitrios-limnios/profil/spieler/324344
869,Ondrej,Duda,sk,Koln,T,,,https://www.transfermarkt.com/ondrej-duda/profil/spieler/232418
,Elvis,Rexhbecaj,de,Koln,C,,,https://www.transfermarkt.com/elvis-rexhbecaj/profil/spieler/280575
,Salih,Ozcan,de,Koln,C,T,,https://www.transfermarkt.com/salih-ozcan/profil/spieler/244940
,Dominick,Drexler,de,Koln,T,W,,https://www.transfermarkt.com/dominick-drexler/profil/spieler/53400
,Tim,Lemperle,de,Koln,A,,,https://www.transfermarkt.com/tim-lemperle/profil/spieler/553285
,Ellyes,Skhiri,tn,Koln,M,,,https://www.transfermarkt.com/ellyes-skhiri/profil/spieler/290587
,Jan,Thielmann,de,Koln,A,,,https://www.transfermarkt.com/jan-thielmann/profil/spieler/472249
,Marius,Wolf,de,Koln,W,,,https://www.transfermarkt.com/marius-wolf/profil/spieler/193900
,Tolu,Arokodare,ng,Koln,Pc,,,https://www.transfermarkt.com/tolu-arokodare/profil/spieler/683571
,Sebastian,Andersson,se,Koln,Pc,,,https://www.transfermarkt.com/sebastian-andersson/profil/spieler/147573
,Anthony,Modeste,fr,Koln,Pc,,,https://www.transfermarkt.com/anthony-modeste/profil/spieler/50512
,Jens,Castrop,de,Koln,T,A,,https://www.transfermarkt.com/jens-castrop/profil/spieler/613192
,Marvin,Obuz,de,Koln,W,,,https://www.transfermarkt.com/marvin-obuz/profil/spieler/522084
,Robin,Zentner,de,Mainz 05,Por,,,https://www.transfermarkt.com/robin-zentner/profil/spieler/160963
,Omer,Hanin,il,Mainz 05,Por,,,https://www.transfermarkt.com/omer-hanin/profil/spieler/211530
,Finn,Dahmen,de,Mainz 05,Por,,,https://www.transfermarkt.com/finn-dahmen/profil/spieler/251299
,Marius,Liesegang,de,Mainz 05,Por,,,https://www.transfermarkt.com/marius-liesegang/profil/spieler/337090
,Jeremiah,St Juste,nl,Mainz 05,Dc,,,https://www.transfermarkt.com/jeremiah-st-juste/profil/spieler/288253
,Dimitri,Lavalee,be,Mainz 05,Dc,,,https://www.transfermarkt.com/dimitri-lavalee/profil/spieler/420890
,Luca,Kilian,de,Mainz 05,Dc,,,https://www.transfermarkt.com/luca-kilian/profil/spieler/384553
,Stefan,Bell,de,Mainz 05,Dc,,,https://www.transfermarkt.com/stefan-bell/profil/spieler/82350
,Daniel,Brosinski,de,Mainz 05,Dd,Ds,E,https://www.transfermarkt.com/daniel-brosinski/profil/spieler/43984
,Moussa,Niakhate,fr,Mainz 05,Dc,Ds,,https://www.transfermarkt.com/moussa-niakhate/profil/spieler/291200
,Phillipp,Mwene,at,Mainz 05,Dd,Ds,E,https://www.transfermarkt.com/phillipp-mwene/profil/spieler/127573
,Alexander,Hack,de,Mainz 05,Dc,,,https://www.transfermarkt.com/alexander-hack/profil/spieler/126281
,Jean-Paul,Boetius,nl,Mainz 05,T,W,,https://www.transfermarkt.com/jean-paul-boetius/profil/spieler/182574
,Danny,Latza,de,Mainz 05,M,C,,https://www.transfermarkt.com/danny-latza/profil/spieler/39025
,Levin,Oztunali,de,Mainz 05,E,W,,https://www.transfermarkt.com/levin-oztunali/profil/spieler/168543
,Pierre,Kunde Malong,cm,Mainz 05,M,C,,https://www.transfermarkt.com/pierre-kunde-malong/profil/spieler/339829
,Kevin,Stoger,at,Mainz 05,T,W,,https://www.transfermarkt.com/kevin-stoger/profil/spieler/106872
,Edimilson,Fernandes,ch,Mainz 05,M,C,,https://www.transfermarkt.com/edimilson-fernandes/profil/spieler/247555
,Merveille,Papela,de,Mainz 05,M,C,,https://www.transfermarkt.com/merveille-papela/profil/spieler/405689
,Niklas,Tauer,de,Mainz 05,M,,,https://www.transfermarkt.com/niklas-tauer/profil/spieler/470815
,Paul,Nebel,de,Mainz 05,T,W,,https://www.transfermarkt.com/paul-nebel/profil/spieler/503160
,Leandro,Barreiro,lu,Mainz 05,C,,,https://www.transfermarkt.com/leandro-barreiro/profil/spieler/357233
,Robin,Quaison,se,Mainz 05,A,,,https://www.transfermarkt.com/robin-quaison/profil/spieler/206542
,Jean-Philippe,Mateta,fr,Mainz 05,Pc,,,https://www.transfermarkt.com/jean-philippe-mateta/profil/spieler/420002
,Dong-Won,Ji,kr,Mainz 05,A,,,https://www.transfermarkt.com/dong-won-ji/profil/spieler/164265
,Karim,Onisiwo,at,Mainz 05,Pc,,,https://www.transfermarkt.com/karim-onisiwo/profil/spieler/119234
,Adam,Szalai,hu,Mainz 05,Pc,,,https://www.transfermarkt.com/adam-szalai/profil/spieler/39106
,Jonathan,Burkardt,de,Mainz 05,Pc,,,https://www.transfermarkt.com/jonathan-burkardt/profil/spieler/333647
,Suliman,Mustapha,at,Mainz 05,Pc,,,https://www.transfermarkt.com/marlon-mustapha/profil/spieler/532495
,Peter,Gulacsi,hu,RB Leipzig,Por,,,https://www.transfermarkt.com/peter-gulacsi/profil/spieler/57071
,Philipp,Tschauner,de,RB Leipzig,Por,,,https://www.transfermarkt.com/philipp-tschauner/profil/spieler/21726
,Tim,Schreiber,de,RB Leipzig,Por,,,https://www.transfermarkt.com/tim-schreiber/profil/spieler/426685
,Josep,Martinez,es,RB Leipzig,Por,,,https://www.transfermarkt.com/josep-martinez/profil/spieler/388516
1140,,Angelino,es,RB Leipzig,Ds,E,,https://www.transfermarkt.com/angelino/profil/spieler/277179
,Willi,Orban,hu,RB Leipzig,Dc,,,https://www.transfermarkt.com/willi-orban/profil/spieler/93740
,Dayot,Upamecano,fr,RB Leipzig,Dc,,,https://www.transfermarkt.com/dayot-upamecano/profil/spieler/344695
,Ibrahima,Konate,fr,RB Leipzig,Dc,,,https://www.transfermarkt.com/ibrahima-konate/profil/spieler/357119
,Lukas,Klostermann,de,RB Leipzig,Dc,Dd,E,https://www.transfermarkt.com/lukas-klostermann/profil/spieler/215599
,Nordi,Mukiele,fr,RB Leipzig,Dc,Dd,E,https://www.transfermarkt.com/nordi-mukiele/profil/spieler/348026
,Marcel,Halstenberg,de,RB Leipzig,Dc,Ds,E,https://www.transfermarkt.com/marcel-halstenberg/profil/spieler/70243
,Benjamin,Henrichs,de,RB Leipzig,Dd,Ds,E,https://www.transfermarkt.com/benjamin-henrichs/profil/spieler/202591
,Marcel,Sabitzer,at,RB Leipzig,T,W,,https://www.transfermarkt.com/marcel-sabitzer/profil/spieler/106987
,Amadou,Haidara,ml,RB Leipzig,C,,,https://www.transfermarkt.com/amadou-haidara/profil/spieler/402008
,Tyler,Adams,us,RB Leipzig,E,M,,https://www.transfermarkt.com/tyler-adams/profil/spieler/332705
,Dominik,Szoboszlai,hu,RB Leipzig,T,W,,https://www.transfermarkt.com/dominik-szoboszlai/profil/spieler/451276
,Christopher,Nkunku,fr,RB Leipzig,T,W,,https://www.transfermarkt.com/christopher-nkunku/profil/spieler/344381
,Lazar,Samardzic,de,RB Leipzig,T,W,,https://www.transfermarkt.com/lazar-samardzic/profil/spieler/528833
,Dani,Olmo,es,RB Leipzig,T,A,,https://www.transfermarkt.com/dani-olmo/profil/spieler/293385
,Konrad,Laimer,at,RB Leipzig,M,C,,https://www.transfermarkt.com/konrad-laimer/profil/spieler/223967
,Kevin,Kampl,si,RB Leipzig,C,,,https://www.transfermarkt.com/kevin-kampl/profil/spieler/53418
,Joscha,Wosz,de,RB Leipzig,C,T,,https://www.transfermarkt.com/joscha-wosz/profil/spieler/597004
,Yussuf,Poulsen,dk,RB Leipzig,Pc,,,https://www.transfermarkt.com/yussuf-poulsen/profil/spieler/157635
,Emil,Forsberg,se,RB Leipzig,T,W,,https://www.transfermarkt.com/emil-forsberg/profil/spieler/111078
,Hee-Chan,Hwang,kr,RB Leipzig,Pc,,,https://www.transfermarkt.com/hee-chan-hwang/profil/spieler/292246
,Alexander,Sorloth,no,RB Leipzig,Pc,,,https://www.transfermarkt.com/alexander-sorloth/profil/spieler/238407
145,Justin,Kluivert,nl,RB Leipzig,W,,,https://www.transfermarkt.com/justin-kluivert/profil/spieler/330659
,Fabrice,Hartmann,de,RB Leipzig,A,,,https://www.transfermarkt.com/fabrice-hartmann/profil/spieler/405685
,Hugo,Novoa,es,RB Leipzig,Pc,,,https://www.transfermarkt.com/hugo-novoa/profil/spieler/668276
,Dennis,Borkowski,de,RB Leipzig,Pc,,,https://www.transfermarkt.com/dennis-borkowski/profil/spieler/467426
,Ralf,Fahrmann,de,Schalke 04,Por,,,https://www.transfermarkt.com/ralf-fahrmann/profil/spieler/39015
,Frederik,Ronnow,dk,Schalke 04,Por,,,https://www.transfermarkt.com/frederik-ronnow/profil/spieler/107775
,Michael,Langer,at,Schalke 04,Por,,,https://www.transfermarkt.com/michael-langer/profil/spieler/19114
,Soren,Ahlers,de,Schalke 04,Por,,,https://www.transfermarkt.com/soren-ahlers/profil/spieler/333074
,Kilian,Ludewig,de,Schalke 04,Dd,E,,https://www.transfermarkt.com/kilian-ludewig/profil/spieler/361516
,Hamza,Mendyl,ma,Schalke 04,Ds,E,,https://www.transfermarkt.com/hamza-mendyl/profil/spieler/447221
,Ozan,Kabak,tr,Schalke 04,Dc,,,https://www.transfermarkt.com/ozan-kabak/profil/spieler/361260
,Matija,Nastasic,rs,Schalke 04,Dc,,,https://www.transfermarkt.com/matija-nastasic/profil/spieler/143559
,Benjamin,Stambouli,fr,Schalke 04,Dc,,,https://www.transfermarkt.com/benjamin-stambouli/profil/spieler/127160
524,Sead,Kolasinac,ba,Schalke 04,Dc,Ds,E,https://www.transfermarkt.com/sead-kolasinac/profil/spieler/94005
,Bastian,Oczipka,de,Schalke 04,Ds,E,,https://www.transfermarkt.com/bastian-oczipka/profil/spieler/53437
,Salif,Sane,sn,Schalke 04,Dc,,,https://www.transfermarkt.com/salif-sane/profil/spieler/126534
,Timo,Becker,de,Schalke 04,Dc,,,https://www.transfermarkt.com/timo-becker/profil/spieler/282349
,Malick,Thiaw,fi,Schalke 04,Dc,,,https://www.transfermarkt.com/malick-thiaw/profil/spieler/521964
,Omar,Mascarell,es,Schalke 04,M,C,,https://www.transfermarkt.com/omar-mascarell/profil/spieler/142031
,Suat,Serdar,de,Schalke 04,C,,,https://www.transfermarkt.com/suat-serdar/profil/spieler/261905
846,Nabil,Bentaleb,dz,Schalke 04,M,C,,https://www.transfermarkt.com/nabil-bentaleb/profil/spieler/245537
,Nassim,Boujellab,ma,Schalke 04,C,T,,https://www.transfermarkt.com/nassim-boujellab/profil/spieler/346332
,Amine,Harit,ma,Schalke 04,T,A,,https://www.transfermarkt.com/amine-harit/profil/spieler/372711
,Alessandro,Schopf,at,Schalke 04,T,W,,https://www.transfermarkt.com/alessandro-schopf/profil/spieler/118397
,Levent,Mercan,de,Schalke 04,C,T,,https://www.transfermarkt.com/levent-mercan/profil/spieler/388820
,Can,Bozdogan,de,Schalke 04,C,T,,https://www.transfermarkt.com/can-bozdogan/profil/spieler/406609
,Kerim,Calhanoglu,de,Schalke 04,E,,,https://www.transfermarkt.com/kerim-calhanoglu/profil/spieler/553905
,Mark,Uth,de,Schalke 04,A,,,https://www.transfermarkt.com/mark-uth/profil/spieler/112935
,Benito,Raman,be,Schalke 04,A,,,https://www.transfermarkt.com/benito-raman/profil/spieler/112930
,Ahmed,Kutucu,tr,Schalke 04,Pc,,,https://www.transfermarkt.com/ahmed-kutucu/profil/spieler/452084
,Goncalo,Paciencia,pt,Schalke 04,Pc,,,https://www.transfermarkt.com/goncalo-paciencia/profil/spieler/181547
,Steven,Skrzybski,de,Schalke 04,A,,,https://www.transfermarkt.com/steven-skrzybski/profil/spieler/93827
,Luca,Schuler,de,Schalke 04,Pc,,,https://www.transfermarkt.com/luca-schuler/profil/spieler/388029
,Matthew,Hoppe,us,Schalke 04,Pc,,,https://www.transfermarkt.com/matthew-hoppe/profil/spieler/678194
,Gregor,Kobel,ch,Stuttgart,Por,,,https://www.transfermarkt.com/gregor-kobel/profil/spieler/257814
,Jens,Grahl,de,Stuttgart,Por,,,https://www.transfermarkt.com/jens-grahl/profil/spieler/40034
,Fabian,Bredlow,de,Stuttgart,Por,,,https://www.transfermarkt.com/fabian-bredlow/profil/spieler/187624
,Waldemar,Anton,de,Stuttgart,Dc,,,https://www.transfermarkt.com/waldemar-anton/profil/spieler/193004
,Marc-Oliver,Kempf,de,Stuttgart,Dc,,,https://www.transfermarkt.com/marc-oliver-kempf/profil/spieler/160938
,Konstantinos,Mavropanos,gr,Stuttgart,Dc,,,https://www.transfermarkt.com/konstantinos-mavropanos/profil/spieler/415912
,Pascal,Stenzel,de,Stuttgart,Dd,E,,https://www.transfermarkt.com/pascal-stenzel/profil/spieler/195246
,Atakan,Karazor,de,Stuttgart,Dc,,,https://www.transfermarkt.com/atakan-karazor/profil/spieler/232320
,Maxime,Awoudja,de,Stuttgart,Dc,,,https://www.transfermarkt.com/maxime-awoudja/profil/spieler/312218
,Borna,Sosa,hr,Stuttgart,Ds,E,,https://www.transfermarkt.com/borna-sosa/profil/spieler/293194
,Antonis,Aidonis,de,Stuttgart,Dc,,,https://www.transfermarkt.com/antonis-aidonis/profil/spieler/405674
,Holger,Badstuber,de,Stuttgart,Dc,,,https://www.transfermarkt.com/holger-badstuber/profil/spieler/54659
,Marcin,Kaminski,pl,Stuttgart,Dc,,,https://www.transfermarkt.com/marcin-kaminski/profil/spieler/129358
,Luca,Mack,de,Stuttgart,M,,,https://www.transfermarkt.com/luca-mack/profil/spieler/363424
,Wataru,Endo,ja,Stuttgart,M,,,https://www.transfermarkt.com/wataru-endo/profil/spieler/146310
,Clinton,Mola,gb-eng,Stuttgart,M,,,https://www.transfermarkt.com/clinton-mola/profil/spieler/470594
,Tanguy,Coulibaly,fr,Stuttgart,A,,,https://www.transfermarkt.com/tanguy-coulibaly/profil/spieler/618425
,Gonzalo,Castro,de,Stuttgart,C,,,https://www.transfermarkt.com/gonzalo-castro/profil/spieler/28947
,Daniel,Didavi,de,Stuttgart,T,A,,https://www.transfermarkt.com/daniel-didavi/profil/spieler/57995
,Erik,Thommy,de,Stuttgart,E,,,https://www.transfermarkt.com/erik-thommy/profil/spieler/156779
,Darko,Churlinov,mk,Stuttgart,T,W,,https://www.transfermarkt.com/darko-churlinov/profil/spieler/386786
,Philipp,Forster,de,Stuttgart,T,,,https://www.transfermarkt.com/philipp-forster/profil/spieler/179635
,Philipp,Klement,de,Stuttgart,C,T,,https://www.transfermarkt.com/philipp-klement/profil/spieler/60394
,Orel,Mangala,be,Stuttgart,M,C,,https://www.transfermarkt.com/orel-mangala/profil/spieler/289592
,Lilian,Egloff,de,Stuttgart,T,A,,https://www.transfermarkt.com/lilian-egloff/profil/spieler/472243
,Momo,Cisse,gn,Stuttgart,W,,,https://www.transfermarkt.com/momo-cisse/profil/spieler/768384
,Roberto,Massimo,de,Stuttgart,E,,,https://www.transfermarkt.com/roberto-massimo/profil/spieler/431561
,Mateo,Klimowicz,ar,Stuttgart,T,A,,https://www.transfermarkt.com/mateo-klimowicz/profil/spieler/540302
,Naouirou,Ahamada,fr,Stuttgart,M,C,,https://www.transfermarkt.com/naouirou-ahamada/profil/spieler/538971
,Sasa,Kalajdzic,at,Stuttgart,Pc,,,https://www.transfermarkt.com/sasa-kalajdzic/profil/spieler/369567
,Silas,Wamangituka,cd,Stuttgart,A,,,https://www.transfermarkt.com/silas-wamangituka/profil/spieler/612826
,Hamadi,Al Ghaddioui,ma,Stuttgart,Pc,,,https://www.transfermarkt.com/hamadi-al-ghaddioui/profil/spieler/193534
,Nicolas,Gonzales,ar,Stuttgart,A,,,https://www.transfermarkt.com/nicolas-gonzalez/profil/spieler/486031
,Andreas,Luthe,de,Union Berlin,Por,,,https://www.transfermarkt.com/andreas-luthe/profil/spieler/41323
,Jakob,Busk,dk,Union Berlin,Por,,,https://www.transfermarkt.com/jakob-busk/profil/spieler/203411
1125,Loris,Karius,de,Union Berlin,Por,,,https://www.transfermarkt.com/loris-karius/profil/spieler/85864
,Nico,Schlotterbeck,de,Union Berlin,Dc,,,https://www.transfermarkt.com/nico-schlotterbeck/profil/spieler/388198
,Marvin,Friedrich,de,Union Berlin,Dc,,,https://www.transfermarkt.com/marvin-friedrich/profil/spieler/196231
,Julian,Ryerson,no,Union Berlin,Dd,E,,https://www.transfermarkt.com/julian-ryerson/profil/spieler/370789
,Florian,Hubner,de,Union Berlin,Dc,,,https://www.transfermarkt.com/florian-hubner/profil/spieler/85822
,Niko,Giesselmann,de,Union Berlin,Ds,E,,https://www.transfermarkt.com/niko-giesselmann/profil/spieler/72792
,Christopher,Lenz,de,Union Berlin,Ds,E,,https://www.transfermarkt.com/christopher-lenz/profil/spieler/159844
,Christopher,Trimmel,at,Union Berlin,Dd,E,,https://www.transfermarkt.com/christopher-trimmel/profil/spieler/75921
,Robin,Knoche,de,Union Berlin,Dc,,,https://www.transfermarkt.com/robin-knoche/profil/spieler/94201
,Mathis,Bruns,de,Union Berlin,Dc,,,https://www.transfermarkt.com/mathis-bruns/profil/spieler/699702
,Akaki,Gogia,de,Union Berlin,T,W,,https://www.transfermarkt.com/akaki-gogia/profil/spieler/92472
,Grischa,Promel,de,Union Berlin,M,C,,https://www.transfermarkt.com/grischa-promel/profil/spieler/234029
,Robert,Andrich,de,Union Berlin,C,,,https://www.transfermarkt.com/robert-andrich/profil/spieler/159088
,Sebastian,Griesbeck,de,Union Berlin,M,C,,https://www.transfermarkt.com/sebastian-griesbeck/profil/spieler/153555
,Christian,Gentner,de,Union Berlin,M,C,,https://www.transfermarkt.com/christian-gentner/profil/spieler/19112
,Joel,Pohjanpalo,fi,Union Berlin,Pc,,,https://www.transfermarkt.com/joel-pohjanpalo/profil/spieler/173491
,Max,Kruse,de,Union Berlin,A,,,https://www.transfermarkt.com/max-kruse/profil/spieler/36182
,Anthony,Ujah,ng,Union Berlin,Pc,,,https://www.transfermarkt.com/anthony-ujah/profil/spieler/142281
1137,Taiwo,Awoniyi,ng,Union Berlin,Pc,,,https://www.transfermarkt.com/taiwo-awoniyi/profil/spieler/295313
,Marius,Bulter,de,Union Berlin,W,A,,https://www.transfermarkt.com/marius-bulter/profil/spieler/116088
